9/11/2025,$9.06,Weird Bros
9/11/2025,$23.01,Papa Johns
9/7/2025,$21.60,Taco Bell
9/6/2025,$28.09,Taco Bamba
9/4/2025,$10.58,Little Caesars
9/3/2025,$4.59,Taco Bell
9/3/2025,$10.59,Dairy Queen
8/31/2025,$13.44,McDonalds
8/28/2025,$19.71,Taco Bell
8/22/2025,$19.82,Taco Bell
8/21/2025,$5.00,Wawa
8/20/2025,$16.41,Little Caesars
8/19/2025,$16.59,Bento House
8/17/2025,$7.68,Weird Bros
8/17/2025,$3.81,Taco Bell
8/17/2025,$6.50,Dominos
8/16/2025,$4.93,Wawa
8/16/2025,$45.03,Virginia Kitchen
8/14/2025,$9.91,ANITAS
8/14/2025,$10.04,Wawa
8/14/2025,$10.68,Taco Bell
8/13/2025,$22.06,Wawa
8/12/2025,$10.59,Dairy Queen
8/10/2025,$6.50,Dominos
8/9/2025,$12.19,29th Parallel Coffee
8/7/2025,$21.18,Little Caesars
8/2/2025,$8.98,Taco Bell
8/2/2025,$16.31,ANITAS
8/2/2025,$12.19,29th Parallel
7/31/2025,$14.58,Weird Bros
7/30/2025,$9.11,Taco Bell
7/29/2025,$6.39,Weird Bros
7/28/2025,$16.64,Taco Bell
7/27/2025,$7.55,7-Eleven
7/25/2025,$12.72,Taco Bamba
7/25/2025,$14.20,Chipotle
7/24/2025,$13.76,Weird Bros
7/23/2025,$5.74,7-Eleven
7/21/2025,$16.64,Taco Bell
7/21/2025,$5.75,Wiseguy Pizza
7/19/2025,$16.64,Bon Me Shack
7/19/2025,$7.31,Tea DM
7/19/2025,$13.89,Chipotle
7/18/2025,$12.95,The Boardroom
7/18/2025,$5.18,Weird Bros
7/18/2025,$13.70,Superette
7/15/2025,$6.33,Weird Bros
7/13/2025,$2.82,7-Eleven
7/12/2025,$38.05,Chi Mc
7/12/2025,$20.13,Little Caesars
7/12/2025,$16.53,De Clieu
7/10/2025,$8.48,Apiary Coffee
7/7/2025,$16.64,Taco Bell
7/6/2025,$19.61,Anitas
6/29/2025,$6.23,7-Eleven
6/29/2025,$20.43,Northside Social
6/27/2025,$19.46,Anitas
6/27/2025,$10.25,Dairy Queen
6/27/2025,$53.00,Umai Ramen and Rice Bowl
6/26/2025,$15.62,Weird Bros
6/26/2025,$13.12,Anita's
6/26/2025,$3.02,7-Eleven
6/23/2025,$12.60,Panera Bread
6/23/2025,$13.25,Taco Bell
6/21/2025,$15.85,Weird Bros
6/19/2025,$5.54,7-Eleven
6/19/2025,$8.67,Taco Bell
6/18/2025,$4.24,Wendy's
6/16/2025,$1.77,7-Eleven
6/15/2025,$10.79,Cracker Barrel
6/13/2025,$5.00,Dairy Queen
6/13/2025,$8.05,Dulles Regional Chamber
6/12/2025,$13.78,Apiary Coffee
6/12/2025,$7.53,Mccleaf's Market
6/11/2025,$18.87,Taco Bell
6/8/2025,$20.11,Little Caesars
6/7/2025,$3.00,Regal
6/6/2025,$7.67,Papa Johns
6/6/2025,$7.00,Friday Night Live
6/5/2025,$6.00,House of Empanadas
6/5/2025,$22.26,Apiary Coffee
6/3/2025,$22.04,Taco Bell
6/1/2025,$13.25,Taco Bell
5/31/2025,$22.25,Northside Social
5/30/2025,$10.25,Dairy Queen
5/30/2025,$12.75,Wendy's
5/25/2025,$42.00,Joe's Cafe
5/24/2025,$15.91,Panera
5/22/2025,$21.37,Virginia Kitchen
5/22/2025,$35.12,Ramen and Rice Bowl
5/21/2025,$2.00,Taco Bell
5/19/2025,$22.25,Taco Bell
5/18/2025,$12.39,Wendy's
5/17/2025,$14.37,Papa Johns
5/17/2025,$6.14,McDonald's
5/16/2025,$11.88,Panera
5/15/2025,$2.51,7-Eleven
5/14/2025,$5.00,Weird Bros
5/13/2025,$4.83,Panera
5/11/2025,$56.00,Jinya Ramen
5/11/2025,$3.63,Wawa
5/10/2025,$10.91,Dairy Queen
5/8/2025,$6.86,Weird Bros
5/7/2025,$2.82,7-Eleven
5/6/2025,$9.53,Chimney Cake Baker
5/3/2025,$80.40,Right Proper Brewing Co
5/3/2025,$17.26,Taco Bell
5/3/2025,$3.63,Wawa
5/1/2025,$11.79,Weird Bros
5/1/2025,$11.79,Weird Bros
5/1/2025,$14.83,Aslin
4/27/2025,$8.57,Weird Bros
4/27/2025,$15.73,McDonald's
4/26/2025,$13.25,Taco Bell
4/26/2025,$5.45,Northside Social
4/25/2025,$7.13,Weird Bros
4/24/2025,$21.95,Weird Bros
4/20/2025,$20.82,Papa Johns
4/19/2025,$13.76,Weird Bros
4/19/2025,$16.41,Little Caesars
4/19/2025,$4.33,7-Eleven
4/18/2025,$2.51,7-Eleven
4/18/2025,$2.51,7-Eleven
4/16/2025,$29.68,Taco Bamba
4/15/2025,$27.09,Popeyes
4/13/2025,$8.05,Wendy's
4/9/2025,$11.38,Panera
4/9/2025,$6.90,Dairy Queen
4/6/2025,$22.25,Taco Bell
4/6/2025,$20.19,Panera
4/6/2025,$45.20,Bayou Bakery
4/5/2025,$16.05,Bon Me Shack
4/5/2025,$7.31,Tea DM
4/5/2025,$13.52,Firehouse Subs
4/4/2025,$22.32,Anitas
4/1/2025,$40.00,Right Proper Brewing
3/30/2025,$12.33,Weird Bros
3/28/2025,$27.98,Maizal
3/27/2025,$8.03,Wendy's
3/26/2025,$9.88,Weird Bros
3/23/2025,$13.15,Papa Johns
3/22/2025,$36.00,Virginia Kitchen
3/22/2025,$7.63,Mr. Wish
3/22/2025,$7.42,Wendy's
3/21/2025,$34.84,Bon Me Shack
3/20/2025,$15.35,Weird Bros
3/20/2025,$1.10,Dairy Queen
3/18/2025,$9.77,Dairy Queen
3/17/2025,$16.31,Taco Bell
3/16/2025,$13.99,Weird Bros
3/15/2025,$43.35,Aslin's
3/2/2025,$41.20,Bon Me Shack
3/2/2025,$7.00,Tea DM
2/28/2025,$14.82,Weird Bros
2/25/2025,$4.01,7-Eleven
2/22/2025,$45.00,Bluemont Vineyard
2/22/2025,$43.99,Monk's BBQ
2/21/2025,$2.51,7-Eleven
2/19/2025,$11.63,Taco Bell
2/19/2025,$12.17,Papa Johns
2/16/2025,$11.77,Weird Bros
2/16/2025,$24.80,Maizal
2/15/2025,$5.50,Weird Bros
2/15/2025,$135.33,Maizal
2/14/2025,$6.04,Mr. Wish
2/12/2025,$27.19,I-HOP
2/11/2025,$34.72,Look Cinemas
2/8/2025,$13.25,Taco Bell
2/8/2025,$52.30,Absolute Noodles
2/8/2025,$6.86,Weird Bros
2/8/2025,$23.43,Fresh Baguette
2/6/2025,$6.36,Wendy's
2/2/2025,$7.00,TEADM STERLING
2/1/2025,$40.51,Aslin Beer
2/1/2025,$13.49,Papa Johns
1/31/2025,$16.28,Weird Bros
1/30/2025,$2.31,7-Eleven
1/30/2025,$17.80,Bagel Cafe
1/28/2025,$7.41,REGAL DULLES
1/28/2025,$8.07,Bagel Cafe
1/26/2025,$34.57,Yu Noodles
1/25/2025,$29.16,De Clieu
1/24/2025,$13.25,Taco Bell
1/19/2025,$31.94,ANITAS
1/17/2025,$48.00,Aslin
1/14/2025,$24.82,Moby Dick
1/7/2025,$5.57,Tst*teadm Sterling
1/5/2025,$32.07,Bon Me Shack
1/2/2025,$28.22,Bon Me Shack
1/2/2025,$6.07,Tea DM
